Nova Southeastern University College of Dental Medicine ,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Nova Southeastern University College of Dental Medicine ,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Florida College of Dentistry,Preference given to applicants who are in-state residents?,x,,
University of Florida College of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
University of Florida College of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
Dental College of Georgia at Augusta University,Preference given to applicants who are in-state residents?,x,,
Dental College of Georgia at Augusta University,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
Dental College of Georgia at Augusta University,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
Midwestern University College of Dental Medicine-Illinois ,Preference given to applicants who are in-state residents?,,x,
Midwestern University College of Dental Medicine-Illinois ,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Midwestern University College of Dental Medicine-Illinois ,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Southern Illinois University School of Dental Medicine ,Preference given to applicants who are in-state residents?,x,,
Southern Illinois University School of Dental Medicine ,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
Southern Illinois University School of Dental Medicine ,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
University of Illinois at Chicago College of Dentistry ,Preference given to applicants who are in-state residents?,x,,
University of Illinois at Chicago College of Dentistry ,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
University of Illinois at Chicago College of Dentistry ,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
Indiana University School of Dentistry ,Preference given to applicants who are in-state residents?,x,,
Indiana University School of Dentistry ,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Indiana University School of Dentistry ,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
The University of Iowa College of Dentistry & Dental Clinics ,Preference given to applicants who are in-state residents?,x,,
The University of Iowa College of Dentistry & Dental Clinics ,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
The University of Iowa College of Dentistry & Dental Clinics ,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Kentucky College of Dentistry ,Preference given to applicants who are in-state residents?,x,,
University of Kentucky College of Dentistry ,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Kentucky College of Dentistry ,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Louisville School of Dentistry ,Preference given to applicants who are in-state residents?,x,,
University of Louisville School of Dentistry ,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Louisville School of Dentistry ,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Louisiana State University Health New Orleans School of Dentistry ,Preference given to applicants who are in-state residents?,x,,
Louisiana State University Health New Orleans School of Dentistry ,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
Louisiana State University Health New Orleans School of Dentistry ,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
University of New England College of Dental Medicine ,Preference given to applicants who are in-state residents?,x,,
University of New England College of Dental Medicine ,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of New England College of Dental Medicine ,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Maryland School of Dentistry,Preference given to applicants who are in-state residents?,x,,
University of Maryland School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Maryland School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Boston University Henry M. Goldman School of Dental Medicine,Preference given to applicants who are in-state residents?,,x,
Boston University Henry M. Goldman School of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Boston University Henry M. Goldman School of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Harvard School of Dental Medicine,Preference given to applicants who are in-state residents?,,x,
Harvard School of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Harvard School of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Tufts University School of Dental Medicine,Preference given to applicants who are in-state residents?,,x,
Tufts University School of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Tufts University School of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Detroit Mercy School of Dentistry,Preference given to applicants who are in-state residents?,,x,
University of Detroit Mercy School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Detroit Mercy School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Michigan School of Dentistry,Preference given to applicants who are in-state residents?,,x,
University of Michigan School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Michigan School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Minnesota School of Dentistry,Preference given to applicants who are in-state residents?,x,,
University of Minnesota School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Minnesota School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Mississippi Medical Center School of dentistry,Preference given to applicants who are in-state residents?,x,,
University of Mississippi Medical Center School of dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
University of Mississippi Medical Center School of dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
A.T. Still University Missouri School of Dentistry & Oral Health,Preference given to applicants who are in-state residents?,,x,
A.T. Still University Missouri School of Dentistry & Oral Health,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
A.T. Still University Missouri School of Dentistry & Oral Health,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
"University of Missouri - Kansas City, School of Dentistry",Preference given to applicants who are in-state residents?,x,,
"University of Missouri - Kansas City, School of Dentistry",Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
"University of Missouri - Kansas City, School of Dentistry","Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
Creighton University School of Dentistry,Preference given to applicants who are in-state residents?,,x,
Creighton University School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Creighton University School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Nebraska Medical Center College of Dentistry,Preference given to applicants who are in-state residents?,x,,
University of Nebraska Medical Center College of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Nebraska Medical Center College of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
"University of Nevada, Las Vegas, School of Dental Medicine",Preference given to applicants who are in-state residents?,x,,
"University of Nevada, Las Vegas, School of Dental Medicine",Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
"University of Nevada, Las Vegas, School of Dental Medicine","Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
"Rutgers, The State University of New Jersey, School of Dental Medicine",Preference given to applicants who are in-state residents?,,x,
"Rutgers, The State University of New Jersey, School of Dental Medicine",Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
"Rutgers, The State University of New Jersey, School of Dental Medicine","Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Columbia University College of Dental Medicine,Preference given to applicants who are in-state residents?,,x,
Columbia University College of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Columbia University College of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
New York University College of Dental Medicine,Preference given to applicants who are in-state residents?,,x,
New York University College of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
New York University College of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Stony Brook University School of Dental Medicine,Preference given to applicants who are in-state residents?,,x,
Stony Brook University School of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Stony Brook University School of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Touro College of Dental Medicine at New York Medical College,Preference given to applicants who are in-state residents?,x,,
Touro College of Dental Medicine at New York Medical College,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Touro College of Dental Medicine at New York Medical College,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University at Buffalo School of Dental Medicine,Preference given to applicants who are in-state residents?,x,,
University at Buffalo School of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University at Buffalo School of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
East Carolina University School of Dental Medicine,Preference given to applicants who are in-state residents?,x,,Only North Carolina residents are eligible for admission.
East Carolina University School of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
East Carolina University School of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
University of North Carolina at Chapel Hill School of Dentistry,Preference given to applicants who are in-state residents?,x,,
University of North Carolina at Chapel Hill School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of North Carolina at Chapel Hill School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Case Western Reserve University School of Dental Medicine,Preference given to applicants who are in-state residents?,,x,
Case Western Reserve University School of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Case Western Reserve University School of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
The Ohio State University College of Dentistry,Preference given to applicants who are in-state residents?,x,,
The Ohio State University College of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
The Ohio State University College of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Oklahoma College of Dentistry,Preference given to applicants who are in-state residents?,x,,
University of Oklahoma College of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Oklahoma College of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Oregon Health & Science University School of Dentistry,Preference given to applicants who are in-state residents?,x,,
Oregon Health & Science University School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Oregon Health & Science University School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
"The Maurice H. Kornberg School of Dentistry, Temple University",Preference given to applicants who are in-state residents?,x,,
"The Maurice H. Kornberg School of Dentistry, Temple University",Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
"The Maurice H. Kornberg School of Dentistry, Temple University","Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Pennsylvania School of Dental Medicine,Preference given to applicants who are in-state residents?,,x,
University of Pennsylvania School of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Pennsylvania School of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Pittsburgh School of Dental Medicine,Preference given to applicants who are in-state residents?,,x,
University of Pittsburgh School of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Pittsburgh School of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Puerto Rico School of Dental Medicine,Preference given to applicants who are in-state residents?,x,,
University of Puerto Rico School of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Puerto Rico School of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Medical University of South Carolina James B. Edwards College of Dental Medicine,Preference given to applicants who are in-state residents?,x,,
Medical University of South Carolina James B. Edwards College of Dental Medicine,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Medical University of South Carolina James B. Edwards College of Dental Medicine,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Meharry Medical College School of Dentistry,Preference given to applicants who are in-state residents?,,x,
Meharry Medical College School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Meharry Medical College School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Tennessee Health Science Center College of Dentistry,Preference given to applicants who are in-state residents?,x,,
University of Tennessee Health Science Center College of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
University of Tennessee Health Science Center College of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
Texas A&M University College of Dentistry,Preference given to applicants who are in-state residents?,x,,
Texas A&M University College of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Texas A&M University College of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Texas Health Science Center at San Antonio School of Dentistry,Preference given to applicants who are in-state residents?,x,,
University of Texas Health Science Center at San Antonio School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
University of Texas Health Science Center at San Antonio School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Texas School of Dentistry at Houston,Preference given to applicants who are in-state residents?,x,,
University of Texas School of Dentistry at Houston,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
University of Texas School of Dentistry at Houston,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",Preference given to applicants who are in-state residents?,,x,
"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah","Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Utah School of Dentistry,Preference given to applicants who are in-state residents?,x,,
University of Utah School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
University of Utah School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
Virginia Commonwealth University School of Dentistry,Preference given to applicants who are in-state residents?,x,,
Virginia Commonwealth University School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
Virginia Commonwealth University School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
University of Washington School of Dentistry,Preference given to applicants who are in-state residents?,x,,
University of Washington School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,,x,
University of Washington School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,Except for Washington State residents with HB 1079 status.
West Virginia University School of Dentistry,Preference given to applicants who are in-state residents?,x,,
West Virginia University School of Dentistry,Applications accepted from Canadian citizens who are not permanent U.S. residents?,x,,
West Virginia University School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",x,,
Marquette University School of Dentistry,Preference given to applicants who are in-state residents?,x,,
Marquette University School of Dentistry,Applications accepted from U.S. citizens who are not permanent Canadian residents?,x,,
Marquette University School of Dentistry,"Applications accepted from non-U.S., non-Canadian citizens who are not permanent U.S. residents?",,x,
University of Alberta School of Dentistry ,Preference given to applicants who are in-state residents?,x,,
University of Alberta School of Dentistry ,Applications accepted from U.S. citizens who are not permanent Canadian residents?,x,,
University of Alberta School of Dentistry ,"Applications accepted from non-Canadian, non-U.S. citizens who are not permanent Canadian residents?",x,,
University of British Columbia Faculty of Dentistry ,Preference given to applicants who are in-state residents?,x,,
University of British Columbia Faculty of Dentistry ,Applications accepted from U.S. citizens who are not permanent Canadian residents?,,x,Not accepted to D.M.D. program but are accepted to graduate and dental hygiene programs.
University of British Columbia Faculty of Dentistry ,"Applications accepted from non-Canadian, non-U.S. citizens who are not permanent Canadian residents?",,x,Not accepted to D.M.D. program but are accepted to graduate and dental hygiene programs.
University of Manitoba College of Dentistry ,Preference given to applicants who are in-state residents?,x,,
University of Manitoba College of Dentistry ,Applications accepted from U.S. citizens who are not permanent Canadian residents?,,x,
University of Manitoba College of Dentistry ,"Applications accepted from non-Canadian, non-U.S. citizens who are not permanent Canadian residents?",,x,
Dalhousie University Faculty of Dentistry ,Preference given to applicants who are in-state residents?,x,,
Dalhousie University Faculty of Dentistry ,Applications accepted from U.S. citizens who are not permanent Canadian residents?,x,,
Dalhousie University Faculty of Dentistry ,"Applications accepted from non-Canadian, non-U.S. citizens who are not permanent Canadian residents?",NR,NR,
University of Toronto Faculty of Dentistry ,Preference given to applicants who are in-state residents?,x,,
University of Toronto Faculty of Dentistry ,Applications accepted from U.S. citizens who are not permanent Canadian residents?,x,,
University of Toronto Faculty of Dentistry ,"Applications accepted from non-Canadian, non-U.S. citizens who are not permanent Canadian residents?",x,,
Western University Schulich School of Medicine & Dentistry ,Preference given to applicants who are in-state residents?,,x,
Western University Schulich School of Medicine & Dentistry ,Applications accepted from U.S. citizens who are not permanent Canadian residents?,x,,
Western University Schulich School of Medicine & Dentistry ,"Applications accepted from non-Canadian, non-U.S. citizens who are not permanent Canadian residents?",x,,
McGill University Faculty of Dentistry ,Preference given to applicants who are in-state residents?,x,,
McGill University Faculty of Dentistry ,Applications accepted from U.S. citizens who are not permanent Canadian residents?,x,,
McGill University Faculty of Dentistry ,"Applications accepted from non-Canadian, non-U.S. citizens who are not permanent Canadian residents?",x,,
Université Laval Faculté de Médecine Dentaire ,Preference given to applicants who are in-state residents?,x,,
Université Laval Faculté de Médecine Dentaire ,Applications accepted from U.S. citizens who are not permanent Canadian residents?,,x,
Université Laval Faculté de Médecine Dentaire ,"Applications accepted from non-Canadian, non-U.S. citizens who are not permanent Canadian residents?",,x,
Université de Montréal Faculté de Médecine Dentaire,Preference given to applicants who are in-state residents?,x,,
Université de Montréal Faculté de Médecine Dentaire,Applications accepted from U.S. citizens who are not permanent Canadian residents?,,x,
Université de Montréal Faculté de Médecine Dentaire,"Applications accepted from non-Canadian, non-U.S. citizens who are not permanent Canadian residents?",,x,
University of Saskatchewan College of Dentistry,Preference given to applicants who are in-state residents?,x,,
University of Saskatchewan College of Dentistry,Applications accepted from U.S. citizens who are not permanent Canadian residents?,,x,
University of Saskatchewan College of Dentistry,"Applications accepted from non-Canadian, non-U.S. citizens who are not permanent Canadian residents?",,x,
